,Age,MonthlyIncome,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Human Resources,Life Sciences,Marketing,Medical,Other,Technical Degree,AgeMinMax,AgeStand
929,28,3867.0,0,Travel_Frequently,193,Research & Development,2,3,Life Sciences,4,Male,52,2,1,Laboratory Technician,4,Married,14222.0,1,Yes,12.0,3.0,2,1,2,2,3,2,2,2,2,0.0,1.0,0.0,0.0,0.0,0.0,0.23809523809523808,-0.9809906617561232
930,51,2838.0,0,Travel_Frequently,968,Research & Development,6,2,Medical,2,Female,40,2,1,Laboratory Technician,3,Single,4257.0,0,No,14.0,3.0,2,0,8,6,2,7,0,7,7,0.0,0.0,0.0,1.0,0.0,0.0,0.7857142857142856,1.5437939660984878
931,30,4695.0,0,Non-Travel,879,Research & Development,9,2,Medical,3,Female,72,3,2,Manufacturing Director,3,Single,12858.0,7,Yes,18.0,3.0,3,0,10,3,3,8,4,1,7,0.0,0.0,0.0,1.0,0.0,0.0,0.28571428571428564,-0.7614441723774613
932,29,3339.0,1,Travel_Rarely,806,Research & Development,7,3,Technical Degree,2,Female,39,3,1,Laboratory Technician,3,Divorced,17285.0,3,Yes,13.0,3.0,1,2,10,2,3,7,7,7,7,0.0,0.0,0.0,0.0,0.0,1.0,0.2619047619047619,-0.8712174170667922
933,28,2080.0,0,Travel_Rarely,640,Research & Development,1,3,Technical Degree,4,Male,84,3,1,Research Scientist,1,Single,4732.0,2,No,11.0,3.0,2,0,5,2,2,3,2,1,2,0.0,0.0,0.0,0.0,0.0,1.0,0.23809523809523808,-0.9809906617561232
934,25,2096.0,0,Travel_Rarely,266,Research & Development,1,3,Medical,4,Female,40,3,1,Research Scientist,2,Single,18830.0,1,No,18.0,3.0,4,0,2,3,2,2,2,2,1,0.0,0.0,0.0,1.0,0.0,0.0,0.16666666666666669,-1.3103103958241158
935,32,6209.0,0,Travel_Rarely,604,Sales,8,3,Medical,3,Male,56,4,2,Sales Executive,4,Married,11693.0,1,No,15.0,3.0,3,2,10,4,4,10,7,0,8,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,-0.5418976829987995
936,45,18061.0,0,Travel_Frequently,364,Research & Development,25,3,Medical,2,Female,83,3,5,Manager,2,Single,13035.0,3,No,22.0,4.0,3,0,22,4,3,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.6428571428571428,0.8851544979625023
937,39,17123.0,0,Travel_Rarely,412,Research & Development,13,4,Medical,3,Female,94,2,4,Manager,2,Divorced,17334.0,6,Yes,13.0,3.0,4,2,21,4,3,19,9,15,2,0.0,0.0,0.0,1.0,0.0,0.0,0.49999999999999994,0.22651502982651683
938,58,2372.0,0,Travel_Rarely,848,Research & Development,23,4,Life Sciences,1,Male,88,3,1,Research Scientist,3,Divorced,26076.0,1,No,12.0,3.0,4,2,2,3,3,2,2,2,2,0.0,1.0,0.0,0.0,0.0,0.0,0.9523809523809523,2.312206678923804
939,32,4883.0,1,Travel_Rarely,1089,Research & Development,7,2,Life Sciences,4,Male,79,3,2,Laboratory Technician,3,Married,22845.0,1,No,18.0,3.0,1,1,10,3,3,10,4,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,-0.5418976829987995
940,39,3904.0,1,Travel_Rarely,360,Research & Development,23,3,Medical,3,Male,93,3,1,Research Scientist,1,Single,22154.0,0,No,13.0,3.0,1,0,6,2,3,5,2,0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.49999999999999994,0.22651502982651683
941,30,4627.0,0,Travel_Rarely,1138,Research & Development,6,3,Technical Degree,1,Female,48,2,2,Laboratory Technician,4,Married,23631.0,0,No,12.0,3.0,1,1,10,6,3,9,2,6,7,0.0,0.0,0.0,0.0,0.0,1.0,0.28571428571428564,-0.7614441723774613
942,36,7094.0,0,Travel_Rarely,325,Research & Development,10,4,Technical Degree,4,Female,63,3,3,Healthcare Representative,3,Married,5747.0,3,No,12.0,3.0,1,0,10,0,3,7,7,1,7,0.0,0.0,0.0,0.0,0.0,1.0,0.42857142857142855,-0.10280470424147588
943,46,3423.0,0,Travel_Rarely,991,Human Resources,1,2,Life Sciences,4,Female,44,3,1,Human Resources,1,Single,22957.0,6,No,12.0,3.0,3,0,10,3,4,7,6,5,7,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666665,0.9949277426518331
944,28,6674.0,0,Non-Travel,1476,Research & Development,1,3,Life Sciences,3,Female,55,1,2,Laboratory Technician,4,Married,16392.0,0,No,11.0,3.0,1,3,10,6,3,9,8,7,5,0.0,1.0,0.0,0.0,0.0,0.0,0.23809523809523808,-0.9809906617561232
945,50,16880.0,0,Travel_Rarely,1322,Research & Development,28,3,Life Sciences,4,Female,43,3,4,Research Director,1,Married,22422.0,4,Yes,11.0,3.0,2,0,25,2,3,3,2,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0.7619047619047619,1.434020721409157
946,40,9094.0,1,Travel_Rarely,299,Sales,25,4,Marketing,4,Male,57,2,3,Sales Executive,2,Single,17235.0,2,Yes,12.0,3.0,3,0,9,2,3,5,4,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.5238095238095237,0.33628827451584775
947,52,4908.0,1,Travel_Rarely,1030,Sales,5,3,Life Sciences,2,Male,64,3,3,Sales Executive,2,Single,21534.0,9,Yes,19.0,3.0,3,0,10,2,2,8,7,7,7,0.0,1.0,0.0,0.0,0.0,0.0,0.8095238095238095,1.6535672107878185
948,30,11916.0,0,Travel_Rarely,634,Research & Development,17,4,Medical,2,Female,95,3,3,Manager,1,Married,25927.0,1,Yes,23.0,4.0,4,2,9,2,3,9,1,0,8,0.0,0.0,0.0,1.0,0.0,0.0,0.28571428571428564,-0.7614441723774613
949,39,4534.0,0,Travel_Rarely,524,Research & Development,18,2,Life Sciences,1,Male,32,3,2,Manufacturing Director,3,Single,13352.0,0,No,11.0,3.0,1,0,9,6,3,8,7,1,7,0.0,1.0,0.0,0.0,0.0,0.0,0.49999999999999994,0.22651502982651683
950,31,9852.0,0,Non-Travel,587,Sales,2,4,Life Sciences,4,Female,57,3,3,Sales Executive,3,Divorced,8935.0,1,Yes,19.0,3.0,1,1,10,5,2,10,8,9,6,0.0,1.0,0.0,0.0,0.0,0.0,0.3095238095238095,-0.6516709276881304
951,41,6151.0,0,Non-Travel,256,Sales,10,2,Medical,3,Male,40,1,2,Sales Executive,2,Single,22074.0,1,No,13.0,3.0,1,0,19,4,3,19,2,11,9,0.0,0.0,0.0,1.0,0.0,0.0,0.5476190476190477,0.44606151920517867
952,31,2302.0,1,Travel_Frequently,1060,Sales,1,3,Life Sciences,4,Female,54,3,1,Sales Representative,2,Single,8319.0,1,Yes,11.0,3.0,1,0,3,2,4,3,2,2,2,0.0,1.0,0.0,0.0,0.0,0.0,0.3095238095238095,-0.6516709276881304
953,44,2362.0,1,Travel_Rarely,935,Research & Development,3,3,Life Sciences,1,Male,89,3,1,Laboratory Technician,1,Married,14669.0,4,No,12.0,3.0,3,0,10,4,4,3,2,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0.6190476190476188,0.7753812532731714
954,42,17861.0,0,Non-Travel,495,Research & Development,2,1,Life Sciences,3,Male,37,3,4,Manager,3,Married,26582.0,0,Yes,13.0,3.0,4,0,21,3,2,20,8,2,10,0.0,1.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.5558347638945096
955,55,19187.0,0,Travel_Rarely,282,Research & Development,2,2,Medical,4,Female,58,1,5,Manager,3,Married,6992.0,4,No,14.0,3.0,4,1,23,5,3,19,9,9,11,0.0,0.0,0.0,1.0,0.0,0.0,0.8809523809523809,1.9828869448558113
956,56,19717.0,0,Travel_Rarely,206,Human Resources,8,4,Life Sciences,4,Male,99,3,5,Manager,2,Single,4022.0,6,No,14.0,3.0,1,0,36,4,3,7,3,7,7,0.0,1.0,0.0,0.0,0.0,0.0,0.9047619047619047,2.092660189545142
957,40,3544.0,0,Non-Travel,458,Research & Development,16,2,Life Sciences,3,Male,74,3,1,Research Scientist,3,Divorced,8532.0,9,No,16.0,3.0,2,1,6,0,3,4,2,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.5238095238095237,0.33628827451584775
958,34,8500.0,0,Travel_Rarely,943,Research & Development,9,3,Life Sciences,4,Male,86,3,3,Healthcare Representative,4,Divorced,5494.0,0,No,11.0,3.0,4,1,10,0,2,9,7,1,6,0.0,1.0,0.0,0.0,0.0,0.0,0.380952380952381,-0.3223511936201377
959,40,4661.0,0,Travel_Rarely,523,Research & Development,2,3,Life Sciences,3,Male,98,3,2,Research Scientist,4,Single,22455.0,1,No,13.0,3.0,3,0,9,4,3,9,8,8,8,0.0,1.0,0.0,0.0,0.0,0.0,0.5238095238095237,0.33628827451584775
960,41,4103.0,0,Travel_Frequently,1018,Sales,1,3,Marketing,3,Female,66,3,2,Sales Executive,1,Divorced,4297.0,0,No,17.0,3.0,4,1,10,2,3,9,3,1,7,0.0,0.0,1.0,0.0,0.0,0.0,0.5476190476190477,0.44606151920517867
961,35,4249.0,0,Travel_Frequently,482,Research & Development,4,4,Life Sciences,3,Male,87,3,2,Research Scientist,3,Single,2690.0,1,Yes,11.0,3.0,2,0,9,3,3,9,6,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.4047619047619047,-0.21257794893080678
962,51,14026.0,0,Travel_Rarely,770,Human Resources,5,3,Life Sciences,3,Male,84,3,4,Manager,2,Divorced,17588.0,1,Yes,11.0,3.0,2,1,33,2,3,33,9,0,10,0.0,1.0,0.0,0.0,0.0,0.0,0.7857142857142856,1.5437939660984878
963,38,6893.0,0,Travel_Rarely,1009,Sales,2,2,Life Sciences,2,Female,31,3,2,Sales Executive,1,Divorced,19461.0,3,No,15.0,3.0,4,1,11,3,3,7,7,1,7,0.0,1.0,0.0,0.0,0.0,0.0,0.4761904761904761,0.11674178513718594
964,34,6125.0,0,Travel_Rarely,507,Sales,15,2,Medical,3,Female,66,3,2,Sales Executive,1,Single,23553.0,1,No,12.0,3.0,4,0,10,6,4,10,8,9,6,0.0,0.0,0.0,1.0,0.0,0.0,0.380952380952381,-0.3223511936201377
965,25,3669.0,0,Travel_Rarely,882,Research & Development,19,1,Medical,4,Male,67,3,1,Laboratory Technician,4,Married,9075.0,3,No,11.0,3.0,3,3,7,6,2,3,2,1,2,0.0,0.0,0.0,1.0,0.0,0.0,0.16666666666666669,-1.3103103958241158
966,58,10008.0,1,Travel_Rarely,601,Research & Development,7,4,Medical,3,Female,53,2,3,Manufacturing Director,1,Married,12023.0,7,Yes,14.0,3.0,4,0,31,0,2,10,9,5,9,0.0,0.0,0.0,1.0,0.0,0.0,0.9523809523809523,2.312206678923804
967,40,2387.0,0,Travel_Rarely,329,Research & Development,1,4,Life Sciences,2,Male,88,3,1,Laboratory Technician,2,Married,6762.0,3,No,22.0,4.0,3,1,7,3,3,4,2,0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.5238095238095237,0.33628827451584775
968,36,4639.0,0,Travel_Frequently,607,Sales,7,3,Marketing,1,Female,83,4,2,Sales Executive,1,Married,2261.0,2,No,16.0,3.0,4,1,17,2,2,15,7,6,13,0.0,0.0,1.0,0.0,0.0,0.0,0.42857142857142855,-0.10280470424147588
969,48,7898.0,0,Travel_Rarely,855,Research & Development,4,3,Life Sciences,4,Male,54,3,3,Manufacturing Director,4,Single,18706.0,1,No,11.0,3.0,3,0,11,2,3,10,9,0,8,0.0,1.0,0.0,0.0,0.0,0.0,0.7142857142857142,1.214474232030495
970,27,2534.0,0,Travel_Rarely,1291,Sales,11,3,Medical,3,Female,98,4,1,Sales Representative,4,Married,6527.0,8,No,14.0,3.0,2,1,5,4,3,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.21428571428571425,-1.090763906445454
971,51,13142.0,0,Travel_Rarely,1405,Research & Development,11,2,Technical Degree,4,Female,82,2,4,Manufacturing Director,2,Single,24439.0,3,No,16.0,3.0,2,0,29,1,2,5,2,0,3,0.0,0.0,0.0,0.0,0.0,1.0,0.7857142857142856,1.5437939660984878
972,18,1611.0,0,Non-Travel,1124,Research & Development,1,3,Life Sciences,4,Female,97,3,1,Laboratory Technician,4,Single,19305.0,1,No,15.0,3.0,3,0,0,5,4,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.078723108649432
973,35,5363.0,0,Travel_Rarely,817,Research & Development,1,3,Medical,4,Female,60,2,2,Laboratory Technician,4,Married,10846.0,0,No,12.0,3.0,2,1,10,0,3,9,7,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.4047619047619047,-0.21257794893080678
974,27,5071.0,0,Travel_Frequently,793,Sales,2,1,Life Sciences,4,Male,43,1,2,Sales Executive,4,Single,20392.0,3,No,20.0,4.0,2,0,8,3,3,6,2,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.21428571428571425,-1.090763906445454
975,55,13695.0,1,Travel_Rarely,267,Sales,13,4,Marketing,1,Male,85,4,4,Sales Executive,3,Single,9277.0,6,Yes,17.0,3.0,3,0,24,2,2,19,7,3,8,0.0,0.0,1.0,0.0,0.0,0.0,0.8809523809523809,1.9828869448558113
976,56,13402.0,0,Travel_Rarely,1369,Research & Development,23,3,Life Sciences,4,Male,68,3,4,Manufacturing Director,2,Married,18235.0,4,Yes,12.0,3.0,1,1,33,0,3,19,16,15,9,0.0,1.0,0.0,0.0,0.0,0.0,0.9047619047619047,2.092660189545142
977,34,2029.0,0,Non-Travel,999,Research & Development,26,1,Technical Degree,1,Female,92,2,1,Research Scientist,3,Divorced,15891.0,1,No,20.0,4.0,3,3,5,2,3,5,4,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.380952380952381,-0.3223511936201377
978,40,6377.0,0,Travel_Rarely,1202,Research & Development,2,1,Medical,2,Female,89,4,2,Healthcare Representative,3,Divorced,13888.0,5,No,20.0,4.0,2,3,15,0,3,12,11,11,8,0.0,0.0,0.0,1.0,0.0,0.0,0.5238095238095237,0.33628827451584775
979,34,5429.0,0,Travel_Rarely,285,Research & Development,29,3,Medical,2,Male,86,3,2,Laboratory Technician,3,Married,17491.0,4,No,13.0,3.0,1,2,10,1,3,8,7,7,7,0.0,0.0,0.0,1.0,0.0,0.0,0.380952380952381,-0.3223511936201377
980,31,2785.0,1,Travel_Frequently,703,Sales,2,3,Life Sciences,3,Female,90,2,1,Sales Representative,4,Single,11882.0,7,No,14.0,3.0,3,0,3,3,4,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.3095238095238095,-0.6516709276881304
981,35,4614.0,1,Travel_Frequently,662,Sales,18,4,Marketing,4,Female,67,3,2,Sales Executive,3,Married,23288.0,0,Yes,18.0,3.0,3,1,5,0,2,4,2,3,2,0.0,0.0,1.0,0.0,0.0,0.0,0.4047619047619047,-0.21257794893080678
982,38,2610.0,0,Travel_Frequently,693,Research & Development,7,3,Life Sciences,4,Male,57,4,1,Research Scientist,3,Divorced,15748.0,1,No,11.0,3.0,4,3,4,2,3,4,2,0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.4761904761904761,0.11674178513718594
983,34,6687.0,0,Travel_Rarely,404,Research & Development,2,4,Technical Degree,3,Female,98,3,2,Healthcare Representative,4,Single,6163.0,1,No,11.0,3.0,4,0,14,2,4,14,11,4,11,0.0,0.0,0.0,0.0,0.0,1.0,0.380952380952381,-0.3223511936201377
984,28,4724.0,0,Travel_Rarely,736,Sales,26,3,Life Sciences,3,Male,48,2,2,Sales Executive,1,Married,24232.0,1,No,11.0,3.0,3,1,5,0,3,5,3,0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.23809523809523808,-0.9809906617561232
985,31,6179.0,1,Travel_Rarely,330,Research & Development,22,4,Medical,4,Male,98,3,2,Manufacturing Director,3,Married,21057.0,1,Yes,15.0,3.0,4,2,10,3,2,10,2,6,7,0.0,0.0,0.0,1.0,0.0,0.0,0.3095238095238095,-0.6516709276881304
986,39,6120.0,0,Travel_Rarely,1498,Sales,21,4,Life Sciences,1,Male,44,2,2,Sales Executive,4,Married,3567.0,3,Yes,12.0,3.0,4,2,8,2,4,5,4,1,4,0.0,1.0,0.0,0.0,0.0,0.0,0.49999999999999994,0.22651502982651683
987,51,10596.0,0,Travel_Frequently,541,Sales,2,3,Marketing,2,Male,52,3,3,Sales Executive,2,Married,15395.0,2,No,11.0,3.0,2,0,14,5,3,4,2,3,2,0.0,0.0,1.0,0.0,0.0,0.0,0.7857142857142856,1.5437939660984878
988,41,5467.0,0,Travel_Frequently,1200,Research & Development,22,3,Life Sciences,4,Female,75,3,2,Research Scientist,4,Divorced,13953.0,3,Yes,14.0,3.0,1,2,12,4,2,6,2,3,3,0.0,1.0,0.0,0.0,0.0,0.0,0.5476190476190477,0.44606151920517867
989,37,2996.0,0,Travel_Rarely,1439,Research & Development,4,1,Life Sciences,3,Male,54,3,1,Research Scientist,3,Married,5182.0,7,Yes,15.0,3.0,4,0,8,2,3,6,4,1,3,0.0,1.0,0.0,0.0,0.0,0.0,0.4523809523809524,0.0069685404478550305
990,33,9998.0,0,Travel_Frequently,1111,Sales,5,1,Life Sciences,2,Male,61,3,2,Sales Executive,4,Married,19293.0,6,No,13.0,3.0,1,0,8,2,4,5,4,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0.35714285714285715,-0.4321244383094686
991,32,4078.0,0,Travel_Rarely,499,Sales,2,1,Marketing,3,Male,36,3,2,Sales Executive,2,Married,20497.0,0,Yes,13.0,3.0,1,3,4,3,2,3,2,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,-0.5418976829987995
992,39,10920.0,0,Non-Travel,1485,Research & Development,25,2,Life Sciences,3,Male,71,3,3,Healthcare Representative,3,Married,3449.0,3,No,21.0,4.0,2,1,13,2,3,6,4,0,5,0.0,1.0,0.0,0.0,0.0,0.0,0.49999999999999994,0.22651502982651683
993,25,6232.0,0,Travel_Rarely,1372,Sales,18,1,Life Sciences,1,Male,93,4,2,Sales Executive,3,Married,12477.0,2,No,11.0,3.0,2,0,6,3,2,3,2,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0.16666666666666669,-1.3103103958241158
994,52,13247.0,0,Travel_Frequently,322,Research & Development,28,2,Medical,4,Female,59,4,4,Manufacturing Director,3,Married,9731.0,2,Yes,11.0,3.0,2,1,24,3,2,5,3,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.8095238095238095,1.6535672107878185
995,43,4081.0,0,Travel_Rarely,930,Research & Development,6,3,Medical,1,Female,73,2,2,Research Scientist,3,Single,20003.0,1,Yes,14.0,3.0,1,0,20,3,1,20,7,1,8,0.0,0.0,0.0,1.0,0.0,0.0,0.5952380952380951,0.6656080085838405
996,27,5769.0,0,Travel_Rarely,205,Sales,10,3,Marketing,4,Female,98,2,2,Sales Executive,4,Married,7100.0,1,Yes,11.0,3.0,4,0,6,3,3,6,2,4,4,0.0,0.0,1.0,0.0,0.0,0.0,0.21428571428571425,-1.090763906445454
997,27,2394.0,1,Travel_Rarely,135,Research & Development,17,4,Life Sciences,4,Female,51,3,1,Research Scientist,3,Single,25681.0,1,Yes,13.0,3.0,4,0,8,2,3,8,2,7,7,0.0,1.0,0.0,0.0,0.0,0.0,0.21428571428571425,-1.090763906445454
998,26,3904.0,0,Travel_Rarely,683,Research & Development,2,1,Medical,1,Male,36,2,1,Research Scientist,4,Single,4050.0,0,No,12.0,3.0,4,0,5,2,3,4,3,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.19047619047619052,-1.2005371511347849
999,42,16799.0,0,Travel_Rarely,1147,Human Resources,10,3,Human Resources,3,Female,31,3,4,Manager,1,Married,16616.0,0,No,14.0,3.0,3,1,21,5,3,20,7,0,9,1.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.5558347638945096
1000,52,2950.0,0,Travel_Rarely,258,Research & Development,8,4,Other,3,Female,54,3,1,Laboratory Technician,1,Married,17363.0,9,No,13.0,3.0,3,0,12,2,1,5,4,0,4,0.0,0.0,0.0,0.0,1.0,0.0,0.8095238095238095,1.6535672107878185
1001,37,3629.0,0,Travel_Rarely,1462,Research & Development,11,3,Medical,1,Female,94,3,1,Laboratory Technician,3,Single,19106.0,4,No,18.0,3.0,1,0,8,6,3,3,2,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.4523809523809524,0.0069685404478550305
1002,35,9362.0,0,Travel_Frequently,200,Research & Development,18,2,Life Sciences,3,Male,60,3,3,Manufacturing Director,4,Single,19944.0,2,No,11.0,3.0,3,0,10,2,3,2,2,2,2,0.0,1.0,0.0,0.0,0.0,0.0,0.4047619047619047,-0.21257794893080678
1003,25,3229.0,0,Travel_Rarely,949,Research & Development,1,3,Technical Degree,1,Male,81,3,1,Laboratory Technician,4,Married,4910.0,4,No,11.0,3.0,2,1,7,2,2,3,2,0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.16666666666666669,-1.3103103958241158
1004,26,3578.0,0,Travel_Rarely,652,Research & Development,7,3,Other,3,Male,100,4,1,Laboratory Technician,1,Single,23577.0,0,No,12.0,3.0,4,0,8,2,3,7,7,0,7,0.0,0.0,0.0,0.0,1.0,0.0,0.19047619047619052,-1.2005371511347849
1005,29,7988.0,0,Travel_Rarely,332,Human Resources,17,3,Other,2,Male,51,2,3,Human Resources,1,Single,9769.0,1,No,13.0,3.0,1,0,10,3,2,10,9,0,9,0.0,0.0,0.0,0.0,1.0,0.0,0.2619047619047619,-0.8712174170667922
1006,49,4284.0,1,Travel_Frequently,1475,Research & Development,28,2,Life Sciences,1,Male,97,2,2,Laboratory Technician,1,Single,22710.0,3,No,20.0,4.0,1,0,20,2,3,4,3,1,3,0.0,1.0,0.0,0.0,0.0,0.0,0.7380952380952379,1.324247476719826
1007,29,7553.0,1,Travel_Frequently,337,Research & Development,14,1,Other,3,Female,84,3,3,Healthcare Representative,4,Single,22930.0,0,Yes,12.0,3.0,1,0,9,1,3,8,7,7,7,0.0,0.0,0.0,0.0,1.0,0.0,0.2619047619047619,-0.8712174170667922
1008,54,17328.0,0,Travel_Rarely,971,Research & Development,1,3,Medical,4,Female,54,3,4,Research Director,4,Single,5652.0,6,No,19.0,3.0,4,0,29,3,2,20,7,12,7,0.0,0.0,0.0,1.0,0.0,0.0,0.857142857142857,1.8731137001664804
1009,58,19701.0,0,Travel_Rarely,1055,Research & Development,1,3,Medical,4,Female,76,3,5,Research Director,1,Married,22456.0,3,Yes,21.0,4.0,3,1,32,3,3,9,8,1,5,0.0,0.0,0.0,1.0,0.0,0.0,0.9523809523809523,2.312206678923804
1010,55,14732.0,0,Travel_Rarely,1136,Research & Development,1,4,Medical,2,Male,81,4,4,Research Director,4,Divorced,12414.0,2,No,13.0,3.0,4,2,31,4,4,7,7,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.8809523809523809,1.9828869448558113
1011,36,9278.0,0,Travel_Rarely,1174,Sales,3,4,Marketing,1,Female,99,3,2,Sales Executive,2,Single,20763.0,3,Yes,16.0,3.0,4,0,15,3,3,5,4,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.42857142857142855,-0.10280470424147588
1012,31,1359.0,1,Travel_Frequently,667,Sales,1,4,Life Sciences,2,Female,50,1,1,Sales Representative,3,Single,16154.0,1,No,12.0,3.0,2,0,1,3,3,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.3095238095238095,-0.6516709276881304
1013,30,4779.0,0,Travel_Rarely,855,Sales,7,4,Marketing,4,Female,73,3,2,Sales Executive,1,Divorced,12761.0,7,No,14.0,3.0,2,2,8,3,3,3,2,0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.28571428571428564,-0.7614441723774613
1014,31,16422.0,0,Travel_Rarely,182,Research & Development,8,5,Life Sciences,1,Female,93,3,4,Research Director,2,Single,8847.0,3,No,11.0,3.0,3,0,9,3,4,3,2,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.3095238095238095,-0.6516709276881304
1015,34,2996.0,0,Travel_Frequently,560,Research & Development,1,4,Other,4,Male,91,3,1,Research Scientist,1,Divorced,20284.0,5,No,14.0,3.0,3,2,10,2,3,4,3,1,3,0.0,0.0,0.0,0.0,1.0,0.0,0.380952380952381,-0.3223511936201377
1016,31,1261.0,1,Travel_Rarely,202,Research & Development,8,3,Life Sciences,1,Female,34,2,1,Research Scientist,2,Single,22262.0,1,No,12.0,3.0,3,0,1,3,4,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.3095238095238095,-0.6516709276881304
1017,27,2099.0,0,Travel_Rarely,1377,Research & Development,11,1,Life Sciences,2,Male,91,3,1,Laboratory Technician,1,Married,7679.0,0,No,14.0,3.0,2,0,6,3,4,5,0,1,4,0.0,1.0,0.0,0.0,0.0,0.0,0.21428571428571425,-1.090763906445454
1018,36,5810.0,0,Travel_Rarely,172,Research & Development,4,4,Life Sciences,1,Male,37,2,2,Laboratory Technician,4,Single,22604.0,1,No,16.0,3.0,3,0,10,2,2,10,4,1,8,0.0,1.0,0.0,0.0,0.0,0.0,0.42857142857142855,-0.10280470424147588
1019,36,5647.0,0,Travel_Rarely,329,Sales,16,4,Marketing,3,Female,98,2,2,Sales Executive,1,Married,13494.0,4,No,13.0,3.0,1,2,11,3,2,3,2,0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.42857142857142855,-0.10280470424147588
1020,47,3420.0,0,Travel_Rarely,465,Research & Development,1,3,Technical Degree,1,Male,74,3,1,Research Scientist,4,Married,10205.0,7,No,12.0,3.0,3,1,17,2,2,6,5,1,2,0.0,0.0,0.0,0.0,0.0,1.0,0.6904761904761905,1.1047009873411642
1021,25,4400.0,1,Travel_Rarely,383,Sales,9,2,Life Sciences,1,Male,68,2,1,Sales Representative,1,Married,15182.0,3,No,12.0,3.0,1,0,6,2,3,3,2,2,2,0.0,1.0,0.0,0.0,0.0,0.0,0.16666666666666669,-1.3103103958241158
1022,37,3500.0,0,Non-Travel,1413,Research & Development,5,2,Technical Degree,3,Male,84,4,1,Laboratory Technician,3,Single,25470.0,0,No,14.0,3.0,1,0,7,2,1,6,5,1,3,0.0,0.0,0.0,0.0,0.0,1.0,0.4523809523809524,0.0069685404478550305
1023,56,2066.0,0,Travel_Rarely,1255,Research & Development,1,2,Life Sciences,1,Female,90,3,1,Research Scientist,1,Married,10494.0,2,No,22.0,4.0,4,1,5,3,4,3,2,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.9047619047619047,2.092660189545142
1024,47,17169.0,0,Travel_Rarely,359,Research & Development,2,4,Medical,1,Female,82,3,4,Research Director,3,Married,26703.0,3,No,19.0,3.0,2,2,26,2,4,20,17,5,6,0.0,0.0,0.0,1.0,0.0,0.0,0.6904761904761905,1.1047009873411642
1025,24,4162.0,0,Travel_Rarely,1476,Sales,4,1,Medical,4,Female,42,3,2,Sales Executive,3,Married,15211.0,1,Yes,12.0,3.0,3,2,5,3,3,5,4,0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.14285714285714285,-1.4200836405134467
1026,32,9204.0,0,Travel_Rarely,601,Sales,7,5,Marketing,4,Male,97,3,2,Sales Executive,4,Married,23343.0,4,No,12.0,3.0,3,1,7,3,2,4,3,0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,-0.5418976829987995
